beer1_id,beer2_id,review_overall,review_aroma,review_palate,review_taste
0,40,17.3853386507,15.9216833281,15.7003184681,16.2864974749
0,41,16.9558249578,15.9765453087,16.8819430161,15.0665191733
0,42,20.3285513503,16.7928556237,16.1167614613,17.2554339267
0,43,20.633710282,16.469669092,18.0969610709,17.2843860174
0,44,19.384271975,23.0054341407,19.8871818014,21.3424459704
0,45,21.0772389084,21.0475651798,21.6794833887,21.7657988597
0,46,21.9431082575,21.4476105895,20.0187412192,20.4572725455
0,47,18.0277563773,15.1492574075,14.8744747806,15.8902485821
0,48,29.9666481275,23.1354706025,22.1867077323,25.5880831638
0,49,21.1896201004,25.6612548407,22.6770809409,24.899799196
0,50,16.5755844543,21.7313138121,17.4642491966,18.1659021246
0,51,16.9263108798,16.8522995464,16.8448805279,15.3541525328
0,52,18.5876302954,16.9558249578,16.6883192683,16.3324829711
0,53,19.862024066,16.2711400953,16.1941347407,17.6068168617
0,54,18.3507493035,16.8226038413,15.612494996,17.4427635425
0,55,16.807736314,16.9631954537,15.9059737206,16.023420359
0,56,19.085334684,16.2864974749,17.6139149538,17.1973835219
0,57,16.2711400953,16.8597153001,16.6057219054,15.4353490404
0,58,18.241436347,17.4785582929,16.6132477258,16.1864140562
0,59,17.7482393493,17.0073513517,17.8185296812,16.3783393542
0,60,15.0499169433,18.1727818454,16.6433169771,17.370952766
0,61,17.7129895839,16.9779268463,16.147755262,16.6733320005
0,62,18.2825052988,15.7955689989,16.4392822228,16.3783393542
0,63,17.6139149538,16.8002976164,15.1492574075,16.590660023
0,64,17.8185296812,20.9940467752,17.5,19.384271975
0,65,17.3277234512,19.5959179423,15.9765453087,16.363068172
0,66,17.5712833908,17.2626765016,16.8597153001,16.0934769394
0,67,18.1038669902,18.574175621,17.6776695297,17.2119144781
0,68,24.4642596455,18.9472953215,17.82554347,18.5
0,69,19.1768089108,20.4572725455,20.3224014329,19.5384236826
0,70,20.7123151772,19.9687255477,19.7547462651,20.0686322404
0,71,18.6212244495,20.9940467752,17.2554339267,18.4729532019
0,72,19.6977156036,16.8893457541,17.1099386323,17.4642491966
0,73,16.1554944214,22.6936114358,17.691806013,18.3234822018
0,74,19.0197266016,21.4709105536,18.241436347,19.2353840617
0,75,20.1928205063,26.8001865665,22.3383079037,25.1644590643
0,76,16.5378354085,18.5674446276,15.2725243493,16.5302752548
0,77,18.7016042093,20.9582919151,20.0062490237,20.24228248
0,78,21.846052275,20.1059692629,18.8148877222,19.6277864264
0,79,19.137659209,16.5302752548,17.4714052097,16.8967452487
0,80,17.9652442232,16.9705627485,17.8395627749,16.3707055437
0,81,16.5981926727,15.7321327226,15.9373774505,16.07015868
0,82,24.0779982557,21.1246301743,19.9374020374,21.1187120819
0,83,20.3346994077,18.3098334236,18.4932420089,17.2119144781
0,84,16.3477827243,17.9861057486,14.7478812038,16.3401346384
0,85,21.1955183942,28.2134719593,25.13961018,26.072015649
0,86,16.8671277934,14.8492424049,14.1774468788,14.4135353054
0,87,14.1332940251,16.255768207,15.4919333848,15.5402702679
0,88,23.1570723538,33.9889687987,28.1868763789,29.45335295
0,89,19.4422220952,24.5305931441,19.7230829233,23.0488611432
0,90,16.5831239518,21.4242852856,16.9558249578,18.2140056001
0,91,18.2208671583,17.6635217327,17.0440605491,17.6281025638
0,92,14.5688022843,18.207141456,15.748015748,15.8113883008
0,93,23.3666428911,18.9076704012,19.1245914989,20.1494416796
0,94,17.4427635425,17.3277234512,16.0623784042,16.0934769394
0,95,18.2482875909,17.139136501,17.7270979012,16.658331249
0,96,15.4596248337,15.9921855917,15.4677082983,16.1245154966
0,97,35.2880999772,44.6374282413,37.884693479,41.4246303544
0,98,17.1828402774,15.247950682,15.8113883008,14.7478812038
0,99,22.9292389756,27.0601182555,22.3718573212,26.4480623109
1,2,24.0520269416,23.690715481,21.6967739537,24.3464576479
1,3,20.7424685127,21.8346055609,19.4164878389,21.5058131676
1,4,23.3826859022,22.5610283454,21.2426457862,22.7266363547
1,5,27.4863602538,26.2488094968,23.4787137637,26.9351072023
1,6,26.5565434498,29.2831009287,28.6530975638,28.9568644711
1,7,20.1121853611,19.6913686675,20.5060966544,20.603397778
1,8,22.3550889061,22.6991189256,19.8871818014,20.8746257451
1,9,20.9642552932,22.6936114358,21.719806629,24.5560583156
1,10,22.8144690931,22.0850628254,21.4067746286,24.1143111036
1,11,25.1694258973,23.7328885726,24.4540385213,25.8311827062
1,12,27.5862284483,27.559027559,24.5102019576,28.1602556807
1,13,19.2937813816,23.8484800354,19.7547462651,21.7944947177
1,14,25.2636101933,23.4360832905,25.8843582111,26.4196896272
1,15,23.6748812035,22.6218920517,21.2602916255,23.7749868559
1,16,23.1732604525,20.7364413533,21.3658606192,23.5796522451
1,17,19.2093727123,19.4550764583,18.4932420089,20.5669638012
1,18,21.2544113068,20.1246117975,20.2113829314,21.719806629
1,19,24.3361870473,24.7840674628,23.542514734,25.6904651573
1,20,24.7487373415,23.9008368054,23.926972228,26.1916017074
1,21,26.14861373,28.4517134809,24.7082982012,28.0133896557
1,22,19.6405193414,19.1768089108,17.5570498661,19.2808194847
1,23,22.3215142855,22.1585198062,20.0997512422,22.0397368405
1,24,24.0364306834,23.0271578793,21.5638586528,24.5
1,25,22.8855849827,21.7830209108,23.3184476327,23.5212669727
1,26,23.7276210354,19.9562020435,20.4328167417,21.2132034356
1,27,22.4165117715,20.7183493551,21.9031961138,23.0759615184
1,28,19.228884523,19.1768089108,19.7294196569,20.5669638012
1,29,21.7772817404,19.0197266016,18.4729532019,21.3307290077
1,30,23.010866998,21.8174242293,21.5,23.2271392987
1,31,25.8505319094,27.2350876628,26.5941722939,28.1558164506
1,32,23.7907545067,21.5290501416,20.8086520467,23.8379948821
1,33,20.7123151772,19.8746069144,19.4871752699,21.1837201643
1,34,18.1796589627,17.5997159068,16.658331249,17.5926120858
1,35,20.4266982158,17.930421077,16.6358047596,18.7683243791
1,36,26.3723339885,25.8553669477,25.6124969497,28.7054001888
1,37,21.5116247643,18.2893411582,18.5404962177,20.5791156273
1,38,20.1742410018,20.5121914968,17.7904468747,20.7062792408
1,39,18.7549993335,18.9274932307,18.2482875909,20.2051973512
1,40,26.4291505728,23.2701525564,22.5665681928,25.5783111249
1,41,22.8637267303,21.6621790224,21.3483020402,23.7065391823
1,42,23.6061432682,23.8379948821,24.1350367723,26.7721870605
1,43,22.7266363547,24.320773014,23.885141825,26.3011406597
1,44,20.1866292382,19.0591185525,17.5071414,19.3326149292
1,45,20.9880918618,19.4486503388,20.2546291005,19.9123077517
1,46,26.7441582406,25.2041663223,25.4705712539,27.4226184016
1,47,21.1423745119,21.7944947177,22.1472345904,23.6114379062
1,48,28.6836190185,21.5928228817,21.8574929944,24.2847688892
1,49,21.8632111091,22.2822799552,19.9060292374,22.6605383872
1,50,26.9165376674,22.0510770712,21.8574929944,23.7276210354
1,51,23.3826859022,20.633710282,20.8746257451,23.6801604724
1,52,24.5814971066,28.3151902695,23.2271392987,27.1707563384
1,53,21.7657988597,22.1641602593,19.551214796,23.0922064775
1,54,21.4301189917,19.4871752699,19.6150452459,21.880356487
1,55,20.0499376558,18.2688259064,18.6413518823,19.4679223339
1,56,22.9401394939,26.4905643579,24.8495472796,27.0323879818
1,57,20.2175666192,19.843134833,22.410934831,21.4534379529
1,58,27.4362898366,26.2154534578,26.3865496039,29.0516780927
1,59,22.2485954613,22.3159136044,20.5243757518,22.4165117715
1,60,20.832666656,18.5607111933,17.4427635425,19.6723155729
1,61,22.3327114341,23.3452350599,22.2317340754,23.6801604724
1,62,24.9349152796,24.5916652547,23.9112944024,27.1062723369
1,63,21.5058131676,21.2720473862,20.7966343431,23.6643191324
1,64,23.7328885726,22.7925426401,21.2367605816,22.6770809409
1,65,25.109759059,21.6275287539,23.7381549409,25.602734229
1,66,25.7875939165,25.4116115191,25.9759504157,27.2442654517
1,67,27.3450178278,24.5611481816,25.7245019388,26.6692707062
1,68,23.2916293977,19.7863589374,19.7230829233,22.0
1,69,23.7381549409,22.6936114358,23.3666428911,24.0416305603
1,70,21.1719153597,19.0262975904,18.5067555233,20.7665596573
1,71,24.9649754656,21.7887585695,20.5669638012,22.9564805665
1,72,27.3861278753,28.6356421266,25.9084928161,29.9666481275
1,73,22.3271135618,20.2731349327,18.117670932,19.7104033444
1,74,24.9299017246,23.2271392987,22.1415898255,24.6981780705
1,75,20.7906228863,20.0935312974,18.5876302954,19.9624647777
1,76,20.8026440627,19.7294196569,17.8185296812,20.2669681995
1,77,19.7420870224,18.3915741577,18.6077940659,20.24228248
1,78,27.8388218142,28.2001773044,26.5612499706,30.5491407408
1,79,24.5,27.2121296484,26.1055549644,28.4736720498
1,80,26.6598949735,27.0970478097,27.9419040153,29.1890390387
1,81,19.6913686675,18.2688259064,18.1452473116,19.6977156036
1,82,23.7118114028,18.316659084,18.5135085816,20.353132437
1,83,26.1820549232,26.2154534578,26.5329983228,28.5744641245
1,84,22.0170388563,20.5426385842,19.1572440607,21.3834047803
1,85,23.2271392987,24.1971072651,23.8694365246,23.622023622
1,86,20.548722588,20.2792997907,20.6579282601,22.2485954613
1,87,19.6596032513,18.1727818454,17.2409396496,19.1768089108
1,88,22.4443756875,29.8328677804,25.3031618578,25.2487623459
1,89,20.8686367547,20.3899485041,18.8679622641,20.6700266086
1,90,22.0567450001,21.3600093633,19.862024066,21.9260119493
1,91,27.4135003237,26.6739573367,24.4642596455,27.2350876628
1,92,19.1572440607,17.1172427686,16.4316767252,18.7483332593
1,93,26.7161000148,26.2630919733,25.3771550809,27.3815631402
1,94,23.7960080686,22.754120506,23.0054341407,24.6931164497
1,95,25.0848559892,25.9615099715,26.4433356444,28.0
1,96,20.6276513447,19.0262975904,19.6277864264,20.1183995387
1,97,34.1540627159,41.6593326879,36.6742416418,38.7846619168
1,98,23.1894372506,23.9843699104,20.6942020866,23.7328885726
1,99,23.3559414283,22.477766793,20.2051973512,23.6484671808
2,3,19.9624647777,15.9059737206,17.226433177,18.8082428738
2,4,24.1091269025,26.1868287503,22.4053565024,25.8408591188
2,5,25.7730479377,21.1482859826,21.3072757527,24.1505693515
2,6,30.2448342697,36.211186117,33.8563140345,35.4718198011
2,7,21.6159663212,18.5202591775,20.0997512422,20.8386659842
2,8,23.5,25.5049014897,21.8288799529,22.9782505862
2,9,21.2190951739,17.8955301682,20.081085628,19.931131428
2,10,21.5406592285,17.7482393493,18.6681547026,20.4450483003
2,11,24.753787589,20.4205778567,21.9886334273,23.4574082115
2,12,24.0208242989,20.2607995894,19.6596032513,22.754120506
2,13,21.52324325,29.6942755426,25.4607541129,25.4607541129
2,14,23.595550428,18.2688259064,22.1528779169,22.2429764195
2,15,23.2701525564,20.031225624,20.3715487875,22.4555115729
2,16,21.1187120819,18.0900525151,20.1556443707,20.1308221392
2,17,20.8386659842,16.4392822228,17.3637553542,19.2613602843
2,18,21.4650879337,19.3971647413,19.4743420942,20.7062792408
2,19,25.079872408,20.9463600657,23.1624696438,25.4852898747
2,20,21.5348554674,17.9373911147,19.3196790864,20.5304651676
2,21,23.4680634054,19.9562020435,19.8179211826,22.5166604984
2,22,20.8806130178,21.0950231097,19.9060292374,22.0850628254
2,23,22.8746584674,26.4858452763,22.7980262304,24.5051015097
2,24,22.5610283454,20.1308221392,18.3779759495,21.3892496362
2,25,22.1585198062,18.5876302954,20.1866292382,21.0
2,26,28.930952283,24.4233494836,23.1354706025,26.0480325553
2,27,24.1557446584,19.6086715511,20.9642552932,23.2755236246
2,28,21.4184499906,16.1090036936,18.8679622641,19.6022957839
2,29,22.6825924444,21.2720473862,20.1370305656,22.7760839479
2,30,23.1246621597,20.0686322404,19.8242276016,21.6217483104
2,31,23.5212669727,19.3971647413,22.2542130843,23.3826859022
2,32,25.3771550809,24.5305931441,23.5584379788,26.9629375254
2,33,22.4944437584,18.6815416923,19.735754356,21.2073100604
2,34,19.1441897191,20.0437022528,17.7411949992,18.9274932307
2,35,20.0124960962,19.8808953521,16.2480768093,20.1432370785
2,36,25.6173769149,20.8865985742,21.2602916255,24.3413228893
2,37,25.8650343128,22.5388553392,21.4534379529,23.5
2,38,19.0459969547,15.5161206492,15.5563491861,18.0416185527
2,39,21.3190056053,18.0346887969,18.2619823677,19.6786686542
2,40,26.0336320939,19.7484176581,21.0713075057,23.1516738056
2,41,24.5254969369,20.0374649095,19.8871818014,22.7760839479
2,42,24.5051015097,18.9274932307,21.1660104885,22.9346898824
2,43,22.6991189256,18.4458667457,21.3717102732,21.8403296678
2,44,18.781639971,19.5064092031,17.3997126413,18.8148877222
2,45,20.5669638012,19.6786686542,20.1990098767,21.1778185845
2,46,26.4149578837,22.4499443206,22.6991189256,25.2586618806
2,47,20.9880918618,16.7705098312,19.843134833,20.5426385842
2,48,31.5277655409,21.4592637339,23.6801604724,26.4764045897
2,49,25.0499500998,27.0138853185,24.7386337537,28.0133896557
2,50,24.0260275535,21.7025344142,19.3713706278,21.4067746286
2,51,21.0416254125,16.1941347407,17.5570498661,19.7167441531
2,52,22.1302959763,19.2093727123,19.6086715511,21.5522620623
2,53,21.5580611373,17.5142798881,17.5855053951,19.9687255477
2,54,22.5222112591,18.3575597507,19.2743352674,21.0475651798
2,55,21.289668856,18.7016042093,19.4229245996,20.8806130178
2,56,21.891779279,19.2743352674,21.0297408448,22.0227155455
2,57,21.5580611373,16.6658333125,20.9940467752,19.5959179423
2,58,26.8933077177,21.4359511102,23.1246621597,25.1445819214
2,59,19.6214168703,15.8271917913,17.0880074906,17.7411949992
2,60,22.1697992774,20.6458228221,20.8266655997,22.0510770712
2,61,24.269322199,20.2113829314,22.4165117715,22.7980262304
2,62,25.3968501984,20.832666656,21.4476105895,24.1039415864
2,63,21.4592637339,17.5855053951,18.459414942,19.9812412027
2,64,23.6061432682,20.8266655997,20.1618451537,22.9619250064
2,65,22.9237867727,20.6639783198,20.7062792408,21.5348554674
2,66,24.6170672502,20.603397778,22.5277606521,24.2796210844
2,67,26.8840101175,22.6881026091,23.1462739982,24.3823706805
2,68,26.1247009552,20.7123151772,20.7424685127,22.0283907719
2,69,24.0883789409,23.6273147014,24.0364306834,24.2641711171
2,70,21.6390850084,18.08314132,18.6010752377,20.0437022528
2,71,21.8974884405,19.1768089108,18.547236991,20.9523268398
2,72,25.0699022734,21.7313138121,22.5055548699,24.5509673944
2,73,21.9146070008,24.0987551546,19.5767719505,21.1482859826
2,74,23.0759615184,20.3408456068,20.5121914968,22.7705950735
2,75,22.825424421,25.6076160546,22.4220873248,24.9449393665
2,76,19.9436706752,17.5926120858,16.2095650774,18.2551362635
2,77,19.7737199333,19.9248588452,19.9812412027,20.0686322404
2,78,28.469281691,22.4220873248,24.0831891576,27.1016604657
2,79,28.0178514522,23.4200768573,25.4509331852,27.6631523872
2,80,25.0948201827,20.6639783198,23.7276210354,24.9098374142
2,81,21.3658606192,18.4255257727,18.1314643645,20.8086520467
2,82,26.856098004,21.289668856,21.2308737456,22.7651048757
2,83,25.9326049598,20.9642552932,24.4284670006,25.1743917503
2,84,20.1556443707,18.0762274825,17.5570498661,19.0197266016
2,85,25.3919278512,30.1993377411,27.4499544626,28.244468485
2,86,22.0170388563,16.2864974749,19.5959179423,20.8086520467
2,87,20.8865985742,17.930421077,18.8348082018,20.9761769634
2,88,26.1772802254,36.4280112002,30.7814879432,31.3129366237
2,89,22.7980262304,24.7840674628,20.6942020866,23.7802439012
2,90,22.1979728804,22.3662692463,19.9248588452,21.8288799529
2,91,24.2796210844,20.438933436,20.7785947552,22.4499443206
2,92,19.4293592277,16.9631954537,18.207141456,18.7749833555
2,93,25.9133170397,20.4144556626,22.0397368405,23.4040594769
2,94,24.1453929353,21.5348554674,21.8974884405,23.5796522451
2,95,27.955321497,22.6108381092,25.4312799521,28.0356915378
2,96,22.1472345904,19.5128163011,20.5548047911,21.760055147
2,97,38.0032893313,48.5309179802,40.48456496,44.4381592778
2,98,19.5639975465,16.6733320005,17.370952766,18.2277261336
2,99,25.9084928161,27.9955353583,24.0,27.8118679703
3,4,21.0831686423,23.1678656764,20.0062490237,23.1516738056
3,5,19.4486503388,17.9234483289,17.5142798881,17.5997159068
3,6,23.2808934536,28.8877136513,26.2821232019,29.1161467231
3,7,15.0,12.9131715701,13.6930639376,13.946325681
3,8,17.90251379,21.3307290077,17.6068168617,18.7283208003
3,9,16.3783393542,14.7309198627,15.8192920196,15.2807067899
3,10,17.5783958312,14.7986485869,15.0996688705,15.3297097168
3,11,18.7549993335,16.1167614613,17.2481883107,17.88854382
3,12,19.9123077517,16.7257286837,16.6207701386,16.7406690428
3,13,18.4797186126,26.4291505728,21.1719153597,22.7046250795
3,14,17.7904468747,15.2725243493,17.8955301682,16.5981926727
3,15,17.5214154679,14.9833240638,15.5643824163,16.054594358
3,16,15.0,13.2570735836,15.0249792013,14.5086181285
3,17,17.4140747673,15.1410039297,15.2397506541,16.4012194669
3,18,16.3248277173,15.4677082983,15.5563491861,15.9373774505
3,19,20.1059692629,17.6988700204,20.2669681995,20.5548047911
3,20,18.1659021246,15.6923548265,15.9216833281,16.7555960801
3,21,22.7980262304,19.4550764583,19.4357917256,19.5
3,22,18.9142803194,20.591260282,17.6988700204,20.9702169755
3,23,18.2208671583,22.6660539133,20.2546291005,20.9403915914
3,24,17.2046505341,17.8535710714,15.247950682,16.3095064303
3,25,17.4642491966,15.0166574177,16.4924225025,16.4924225025
3,26,21.5174347914,19.6977156036,19.8116127562,21.017849557
3,27,18.6815416923,15.5241746963,16.5,17.7623196683
3,28,18.2345825288,14.6969384567,16.7332005307,16.8374582405
3,29,19.2743352674,19.0,16.4088390814,19.7800404449
3,30,14.6201915172,13.8112273169,14.7478812038,13.774977314
3,31,20.5182845287,16.9263108798,19.1441897191,19.1115148536
3,32,23.7854997845,24.1246761636,22.6715680975,25.9615099715
3,33,16.4468842034,13.332291626,14.6884308216,15.6444878472
3,34,15.5884572681,18.4051623193,15.7082780724,16.6057219054
3,35,17.051392905,18.1590197973,14.3961800489,17.4068951855
3,36,18.7683243791,16.5831239518,16.3935963108,16.7779617356
3,37,19.8305320151,17.8535710714,17.2046505341,19.3971647413
3,38,15.4272486205,15.0083310198,14.4654761415,14.4654761415
3,39,15.4919333848,13.9194109071,14.4913767462,13.8112273169
3,40,19.0394327647,14.7309198627,15.4919333848,15.7797338381
3,41,16.1554944214,14.2478068488,15.1822264507,14.9164338902
3,42,18.8613361139,14.7648230602,17.0293863659,16.6282891483
3,43,18.1452473116,17.2409396496,19.1768089108,18.3507493035
3,44,16.7854103316,17.7129895839,16.6733320005,17.6847391838
3,45,17.1245437895,16.6508258053,18.5,17.4642491966
3,46,19.7104033444,18.1590197973,17.6281025638,19.3778223751
3,47,16.5453921078,13.1719398723,14.6799182559,14.6030818665
3,48,27.0323879818,18.1452473116,19.3907194297,22.360679775
3,49,19.4422220952,22.9346898824,20.4266982158,22.6881026091
3,50,18.207141456,17.5997159068,15.6364957711,15.7400762387
3,51,15.6284996081,13.2193040664,13.1339255366,13.647344064
3,52,20.6760731281,18.5135085816,17.9652442232,18.9142803194
3,53,18.648056199,15.8350876221,15.9452187191,17.0
3,54,16.7406690428,14.3265487819,15.2233373476,16.147755262
3,55,15.4596248337,14.1598022585,13.946325681,14.7986485869
3,56,18.848076825,18.0208212909,19.1572440607,19.2483765549
3,57,16.9115345253,14.8996644258,17.9930542154,15.6524758425
3,58,19.7863589374,16.1400123916,17.4499283666,16.8002976164
3,59,16.5378354085,13.2098448136,14.0712472795,14.4135353054
3,60,14.2214626533,15.0499169433,14.6116391962,15.6204993518
3,61,17.1099386323,14.9582753017,16.4316767252,15.9687194227
3,62,17.8605710995,15.5080624193,16.6433169771,16.5604951617
3,63,18.3915741577,15.4272486205,16.6958078571,16.6358047596
3,64,17.9930542154,18.0346887969,16.0623784042,16.8597153001
3,65,18.1727818454,15.6284996081,16.6132477258,15.5402702679
3,66,17.4140747673,14.9164338902,16.8002976164,16.0468065359
3,67,20.031225624,17.0146995272,18.2002747232,17.5428047928
3,68,21.295539439,16.992645468,16.2941707368,18.316659084
3,69,18.7749833555,16.9779268463,19.0262975904,18.4255257727
3,70,19.4935886896,16.469669092,17.3060682999,19.2158788506
3,71,17.9164728672,16.4848415218,15.2315462117,16.5529453572
3,72,19.5703857908,18.0069431054,18.1107702763,17.8395627749
3,73,16.8374582405,19.0591185525,15.4677082983,17.4427635425
3,74,18.4323085912,17.8044938148,16.2480768093,17.4714052097
3,75,19.4164878389,22.7596133535,20.2792997907,22.5610283454
3,76,16.5453921078,15.7082780724,14.3961800489,15.748015748
3,77,16.469669092,16.6658333125,18.1796589627,17.8115131306
3,78,21.0594396887,18.1727818454,18.459414942,19.1898410624
3,79,19.9687255477,17.1828402774,19.0,18.648056199
3,80,20.6942020866,17.3925271309,19.2937813816,19.1898410624
3,81,15.1079449297,13.9014387745,14.2478068488,14.0712472795
3,82,22.1076909694,18.08314132,18.0693109996,19.0459969547
3,83,20.4450483003,17.0806908525,18.5607111933,18.5607111933
3,84,16.7928556237,16.7406690428,14.2214626533,15.8192920196
3,85,19.0787840283,24.3823706805,22.2429764195,22.7046250795
3,86,14.81553239,13.1814263265,13.3790881603,13.5830777072
3,87,13.955285737,13.1053424221,13.7113092008,13.7477270849
3,88,22.360679775,32.0351369593,26.4386081328,27.9955353583
3,89,18.1383571472,22.2373559579,18.614510469,20.5730406114
3,90,16.5680415258,17.9930542154,15.7559512566,16.3477827243
3,91,19.2613602843,16.4772570533,16.7630546142,16.5378354085
3,92,15.7241851935,15.6364957711,14.807092895,14.4135353054
3,93,20.1183995387,14.7732867027,17.691806013,17.4499283666
3,94,17.1172427686,15.8902485821,15.6923548265,16.07015868
3,95,18.7549993335,16.1941347407,18.7216452268,18.7683243791
3,96,14.5945195193,13.7658998979,14.6201915172,14.3614066163
3,97,33.1172160666,41.2553026895,35.7071421427,38.9647276392
3,98,18.4187404564,15.2397506541,15.5563491861,15.9059737206
3,99,22.2542130843,24.8696602309,21.3717102732,25.5587558383
4,5,27.0878201412,27.0970478097,24.9849954973,28.0935935758
4,6,24.7941525364,22.9455878112,25.797286679,23.4946802489
4,7,21.400934559,21.5464614264,22.3886131772,22.7046250795
4,8,22.7046250795,19.7040604952,18.6413518823,20.3162496539
4,9,22.8637267303,26.6973781484,23.690715481,26.8048503074
4,10,25.3377189186,26.1247009552,22.287889088,26.6926956301
4,11,24.3259121103,26.3770733782,25.9133170397,27.0878201412
4,12,28.469281691,29.3896240194,24.248711306,29.1719042916
4,13,17.8325545001,17.8955301682,17.0,16.0623784042
4,14,22.4833271559,23.9112944024,25.1445819214,25.7147817412
4,15,22.9728100153,22.5499445676,21.719806629,24.7133567125
4,16,21.5870331449,22.7321358433,22.2654440782,23.6959912221
4,17,19.5639975465,20.3899485041,19.1702895127,21.0297408448
4,18,21.610182785,20.1680440301,19.931131428,22.5444006352
4,19,24.5509673944,26.4007575649,23.9478600297,26.2773666869
4,20,24.9248871612,27.0,25.2982212813,28.5788383249
4,21,28.2267603525,33.3091578999,27.1016604657,31.8394409499
4,22,19.735754356,17.656443583,17.2916164658,18.5202591775
4,23,20.9761769634,17.5641680703,17.6635217327,19.2483765549
4,24,22.5333086785,23.5531314266,21.3483020402,23.926972228
4,25,23.0271578793,23.6959912221,22.6550215184,24.6931164497
4,26,21.8574929944,17.0440605491,19.4229245996,19.9374020374
4,27,23.0705439901,23.1354706025,22.3439029715,24.0052077683
4,28,20.1432370785,22.3550889061,20.6760731281,23.1300670124
4,29,19.8871818014,18.0554700853,17.226433177,18.5404962177
4,30,22.9074223779,23.1408729308,21.960191256,25.1644590643
4,31,25.7147817412,29.1504716943,27.0878201412,30.4179223485
4,32,22.1133443875,17.9652442232,18.1245689604,19.9060292374
4,33,20.1370305656,21.3248681121,19.7420870224,21.4883689469
4,34,18.3779759495,15.6444878472,16.8300326797,17.2336879396
4,35,19.6659604393,15.7162336455,16.1322658049,17.8745629317
4,36,26.3912864408,27.4089401473,25.5831976109,29.9791594278
4,37,20.9105236663,18.3439363278,17.8675683852,19.5448202857
4,38,22.3886131772,24.4386988197,19.8368344249,22.9074223779
4,39,19.6150452459,19.3520024804,18.953891421,21.5058131676
4,40,27.3221521846,27.0785893281,24.8294180359,27.4362898366
4,41,22.3550889061,23.6273147014,21.4883689469,24.7790233867
4,42,22.0680764907,25.0499500998,24.3361870473,26.2059153628
4,43,23.8170107276,28.7184609615,25.6807320768,28.5700892543
4,44,18.316659084,14.8744747806,16.1941347407,17.6281025638
4,45,19.287301522,17.930421077,18.4119526395,17.9861057486
4,46,26.7441582406,26.7535044433,27.1201032446,28.9784402617
4,47,21.5348554674,23.3345237792,22.8527897641,23.7223523286
4,48,24.9899979992,21.3600093633,21.2602916255,23.4040594769
4,49,19.3261480901,16.6883192683,17.1610023017,16.7928556237
4,50,26.6458251889,23.339880034,22.1359436212,25.268557537
4,51,22.8691932521,22.9074223779,20.5121914968,25.2140833662
4,52,25.7439313237,30.3356226242,24.1350367723,29.7783478387
4,53,19.918584287,24.474476501,20.1556443707,22.7486263322
4,54,20.1804360706,21.6737168017,19.4357917256,22.5444006352
4,55,20.850659462,20.5,19.9436706752,20.6458228221
4,56,24.1246761636,28.6356421266,25.3278502838,29.0817812384
4,57,21.4767315949,23.1300670124,24.7285260378,24.8394846967
